mcd,d13C,d13C_corr,d18O,d18O_corr,type,comment
253.42,0.74,0.74,2.04,2.68,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
253.52,1.1,1.1,1.93,2.57,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
253.62,1.11,1.11,1.55,2.19,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
253.72,1.21,1.21,1.96,2.6,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
253.82,1.1,1.1,2,2.64,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
253.82,0.97,0.97,1.87,2.37,CSPP,d18O no corr; d13C no corr; CSPP = Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
253.92,1.22,1.22,1.97,2.47,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
253.92,1.07,1.07,2.21,2.71,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
254.02,1.24,1.24,1.97,2.61,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
254.12,1.13,1.13,1.97,2.61,CKULL,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
254.22,1.24,1.24,1.9,2.54,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
254.32,0.96,0.96,1.89,2.39,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
254.42,0.93,0.93,1.82,2.46,CKULL,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
254.52,1.1,1.1,1.72,2.36,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
254.62,0.95,0.95,1.79,2.43,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
254.72,1.15,1.15,1.64,2.28,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
254.82,0.98,0.98,1.9,2.54,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
254.82,0.99,0.99,1.67,2.31,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
254.92,0.95,0.95,2.24,2.74,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
255.02,1.16,1.16,2.01,2.51,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
255.12,1.33,1.33,1.55,2.19,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
255.24,1.26,1.26,1.98,2.62,CKULL,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
255.32,1.26,1.26,1.84,2.34,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
255.42,1.37,1.37,1.83,2.47,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
255.52,1.3,1.3,1.9,2.54,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
255.62,1.41,1.41,1.91,2.55,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
255.72,1.29,1.29,1.97,2.61,CKULL,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
255.82,1.56,1.56,1.77,2.41,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
255.92,1.27,1.27,2.03,2.53,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
256.02,1.28,1.28,1.87,2.51,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
256.12,1.25,1.25,1.51,2.15,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
256.22,0.83,0.83,1.69,2.19,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
256.32,1.03,1.03,1.97,2.47,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
256.42,1.23,1.23,2.04,2.68,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
256.52,1.14,1.14,1.93,2.43,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
256.62,0.98,0.98,2.02,2.52,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
256.72,0.85,0.85,1.66,2.3,CKULL,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
256.92,1.19,1.19,1.93,2.57,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
256.67,1.15,1.15,1.77,2.41,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
257.02,1.07,1.07,1.98,2.62,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
256.77,-0.1,0.9,2.45,2.45,ORID,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.00 per mil ; d13C adjusted by 1.00 per mil (Shackleton et al 1995)
257.12,1.28,1.28,1.89,2.39,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
256.87,1.26,1.26,1.87,2.51,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
257.22,1.32,1.32,1.88,2.52,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
256.97,1.14,1.14,1.79,2.43,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
256.97,-0.27,-0.27,2.7,3.34,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
256.97,0.59,1.09,2.33,2.23,GLOSUB,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by -0.10 per mil ; d13C adjusted by 0.50 per mil (Shackleton et al 1995)
257.07,1.19,1.19,1.82,2.32,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
257.07,1.31,1.31,1.79,2.43,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
257.07,0.84,0.84,2.56,3.2,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
257.17,0.33,0.33,2.82,3.46,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
257.27,0.83,0.83,1.9,2.4,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
257.37,1.09,1.09,1.79,2.43,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
257.47,-0.16,0.84,2.24,2.24,ORID,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.00 per mil ; d13C adjusted by 1.00 per mil (Shackleton et al 1995)
257.57,1.18,1.18,1.94,2.58,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
257.67,1.08,1.08,1.95,2.59,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
257.77,1,1,2.07,2.71,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
257.88,1.12,1.12,1.63,2.27,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
257.97,1.04,1.04,1.68,2.32,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
258.07,1.16,1.16,2.01,2.51,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
258.17,1.12,1.12,1.97,2.47,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
258.27,1.33,1.33,1.98,2.62,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
258.37,1.19,1.19,2.02,2.66,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
258.47,1.31,1.31,2.18,2.82,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
258.57,1.23,1.23,1.95,2.59,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
258.67,1.26,1.26,1.91,2.41,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
258.77,1.22,1.22,1.76,2.4,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
258.87,1.28,1.28,1.75,2.39,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
258.97,1.01,1.01,2.07,2.57,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
259.07,1.23,1.23,1.69,2.33,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
259.17,1.15,1.15,1.99,2.63,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
259.27,1.09,1.09,1.94,2.58,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
259.37,1.09,1.09,2.16,2.8,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
259.47,1.21,1.21,2.19,2.83,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
259.57,1.33,1.33,1.77,2.41,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
259.67,1.14,1.14,1.83,2.47,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
259.67,0.01,0.01,2.29,2.79,CSPP,d18O no corr; d13C no corr; CSPP = Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
259.77,0.94,0.94,2.08,2.72,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
259.97,1.07,1.07,1.87,2.37,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
260.07,1.13,1.13,1.85,2.35,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
260.17,1.22,1.22,1.73,2.37,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
260.27,1.08,1.08,1.7,2.2,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
260.37,0.71,0.71,1.85,2.35,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
260.47,-0.1,0.9,2.52,2.52,ORID,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.00 per mil ; d13C adjusted by 1.00 per mil (Shackleton et al 1995)
260.57,1.16,1.16,1.73,2.37,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
260.81,0.99,0.99,2.1,2.74,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
260.88,0.99,0.99,1.87,2.51,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
261.07,1.02,1.02,1.99,2.63,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
261.17,0.8,0.8,1.75,2.25,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
262.37,0.81,0.81,1.6,2.24,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
262.47,0.55,0.55,1.45,2.09,CKULL,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
262.67,0.78,0.78,1.71,2.21,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
262.77,0.9,0.9,1.67,2.17,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
262.87,1,1,1.41,2.05,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
262.97,1.13,1.13,1.58,2.22,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
263.07,0.93,0.93,2.07,2.71,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
263.17,0.97,0.97,1.92,2.42,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
263.27,0.93,0.93,1.76,2.4,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
263.37,0.92,0.92,1.72,2.36,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
