d13C,d13C_corr,d18O,d18O_corr,type,mcd,age_ka,Comment
0.38,0.38,2.24,2.88,CWUE,145.46,4714.26,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.62,0.62,2.28,2.92,CWUE,145.564,4718.83,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.81,0.81,1.88,2.52,CWUE,145.668,4723.38,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
,,2.99,2.99,UVIG,145.808,4729.12,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
0.55,0.55,1.91,2.55,CWUE,145.863,4731.17,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
,,3.08,3.08,OUMB,145.919,4733.21,d18O adjusted by +0.00 per mil ; d13C adjusted by 1.00 per mil (Shackleton and Hall 1984)
0.73,0.73,2.27,2.91,CWUE,145.974,4735.25,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
,,3.01,3.01,UVIG,146.029,4737.3,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
0.69,0.69,1.88,2.52,CWUE,146.085,4739.34,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
,,2.7,2.7,UVIG,146.14,4741.38,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
-0.07,-0.07,2.11,2.75,CWUE,146.196,4743.43,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.32,0.32,2.11,2.75,CWUE,146.251,4745.47,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.43,0.43,2.19,2.83,CWUE,146.307,4747.51,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
,,2.7,2.7,UVIG,146.363,4749.69,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
0.67,0.67,2.4,3.04,CWUE,146.419,4751.92,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.51,0.51,1.84,2.48,CWUE,146.475,4754.15,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.65,0.65,2.08,2.72,CWUE,146.531,4756.38,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.81,0.81,2.05,2.69,CWUE,146.587,4758.61,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.19,0.19,1.9,2.54,CWUE,146.64,4760.7,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.25,0.25,2.07,2.71,CWUE,146.69,4762.68,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.54,0.54,2.09,2.73,CWUE,146.74,4764.67,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.49,0.49,2.24,2.88,CKULL,146.79,4766.65,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
-0.43,-0.43,1.74,2.38,CWUE,146.84,4768.63,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.4,0.4,2.22,2.86,CWUE,146.87,4769.83,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.62,0.62,2.52,3.16,CWUE,146.94,4772.6,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.61,0.61,2.59,3.23,CWUE,147.005,4774.74,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.69,0.69,2.11,2.75,CWUE,147.08,4777.12,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.83,0.83,2.32,2.96,CWUE,147.155,4779.49,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.78,0.78,2.18,2.82,CWUE,147.23,4781.87,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
,,2.47,2.47,OUMB,147.305,4784.24,d18O adjusted by +0.00 per mil ; d13C adjusted by 1.00 per mil (Shackleton and Hall 1984)
,,2.83,2.83,OUMB,147.455,4788.99,d18O adjusted by +0.00 per mil ; d13C adjusted by 1.00 per mil (Shackleton and Hall 1984)
0.08,0.08,2.78,3.42,CWUE,147.53,4791.37,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.59,0.59,2.36,3,CWUE,147.579,4792.92,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.71,0.71,2.24,2.88,CWUE,147.628,4794.48,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.63,0.63,2.31,2.95,CWUE,147.677,4796.04,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.61,0.61,2,2.64,CKULL,147.706,4796.98,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
,,2.47,2.47,OUMB,147.726,4797.6,d18O adjusted by +0.00 per mil ; d13C adjusted by 1.00 per mil (Shackleton and Hall 1984)
0.65,0.65,2.56,3.2,CWUE,147.775,4799.16,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
,,2.68,2.68,OUMB,147.843,4801.35,d18O adjusted by +0.00 per mil ; d13C adjusted by 1.00 per mil (Shackleton and Hall 1984)
0.75,0.75,2.55,3.19,CWUE,147.902,4803.22,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.45,0.45,2.28,2.92,CWUE,147.921,4803.84,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
,,2.54,2.54,GORB,147.97,4805.4,Inferred from correction for Gyroidina spp: d18O adjusted by +0.00 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.51,0.51,2.1,2.74,CWUE,148.019,4806.96,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
,,2.66,2.66,GORB,148.098,4809.46,Inferred from correction for Gyroidina spp: d18O adjusted by +0.00 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.57,0.57,1.98,2.62,CWUE,148.117,4810.08,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.67,0.67,1.9,2.54,CWUE,148.166,4811.64,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.16,0.16,2.39,3.03,CWUE,148.215,4813.2,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.44,0.44,2.32,2.96,CKULL,148.293,4815.68,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
-0.45,-0.45,2.54,3.18,CWUE,148.313,4816.3,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
,,2.85,2.85,GORB,148.362,4817.85,Inferred from correction for Gyroidina spp: d18O adjusted by +0.00 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
,,2.35,,PMURR,148.411,4819.39,no correction
,,2.93,2.93,UVIG,148.489,4821.86,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
0.73,0.73,2.54,3.18,CWUE,148.509,4822.48,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
,,3.12,3.12,GORB,148.587,4824.95,Inferred from correction for Gyroidina spp: d18O adjusted by +0.00 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
,,2.7,2.7,UVIG,148.685,4828.05,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
,,2.64,2.64,OUMB,148.704,4828.66,d18O adjusted by +0.00 per mil ; d13C adjusted by 1.00 per mil (Shackleton and Hall 1984)
,,2.41,2.41,UVIG,148.753,4830.21,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
,,2.98,2.98,UVIG,148.783,4831.14,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
,,3.5,,PMURR,148.802,4831.75,no correction
0.41,0.41,2.47,3.11,CKULL,148.851,4833.3,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.5,0.5,2.69,3.33,CWUE,148.9,4834.84,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.83,0.83,2.12,2.76,CWUE,148.998,4837.93,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.78,0.78,2.47,3.11,CWUE,149.106,4841.33,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.08,1.08,1.07,1.42,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.18,1.18,1.28,1.63,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.19,1.19,1.29,1.64,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.16,1.16,1.17,1.52,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.57,1.57,1.4,1.75,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.31,1.31,0.93,1.28,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.07,1.07,1.4,1.75,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.09,1.09,0.83,1.18,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.98,0.98,1.14,1.49,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.04,1.04,1.2,1.55,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.02,1.02,1.35,1.7,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.51,1.51,1.24,1.59,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.15,1.15,0.63,0.98,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.4,1.4,1.34,1.69,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.32,1.32,1.07,1.42,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.26,1.26,0.87,1.22,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.94,0.94,1.08,1.43,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1,1,1.33,1.68,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.07,1.07,1.25,1.6,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.2,1.2,1.26,1.61,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.31,1.31,1.22,1.57,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.44,1.44,1.25,1.6,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.36,1.36,0.99,1.34,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.31,1.31,1.26,1.61,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.89,0.89,1.14,1.49,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.2,1.2,1.38,1.73,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.89,0.89,1.18,1.53,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.27,1.27,0.83,1.18,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.07,1.07,1.31,1.66,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.11,1.11,1.26,1.61,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.12,1.12,1.42,1.77,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.01,1.01,1.29,1.64,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.16,1.16,1,1.35,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.28,1.28,1.15,1.5,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.88,0.88,0.88,1.23,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.13,1.13,1.14,1.49,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.95,0.95,1.26,1.61,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.81,0.81,0.96,1.31,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.1,1.1,0.8,1.15,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.72,0.72,0.9,1.25,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.76,0.76,0.92,1.27,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.2,1.2,0.86,1.21,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.58,1.58,1.61,1.96,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.54,1.54,1.9,2.25,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.04,1.04,1.13,1.48,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.08,1.08,1.24,1.59,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.19,1.19,1.1,1.45,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.34,1.34,1.26,1.61,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.88,0.88,1.12,1.47,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.43,1.43,1.7,2.05,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.15,1.15,1.03,1.38,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.88,0.88,0.46,0.81,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.52,0.52,0.71,1.06,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.43,0.43,0.47,0.82,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.26,1.26,0.96,1.31,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.18,1.18,1.51,1.86,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.54,1.54,1.81,2.16,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.09,1.09,1.07,1.42,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.73,0.73,1.19,1.54,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.34,1.34,1.1,1.45,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.77,0.77,1.48,1.83,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.37,1.37,1.6,1.95,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.84,0.84,1.26,1.61,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.13,1.13,1,1.35,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.05,1.05,1.05,1.4,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.57,0.57,0.74,1.09,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.68,0.68,1.18,1.53,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.98,0.98,1.44,1.79,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.18,1.18,1.53,1.88,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.61,1.61,1.85,2.2,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.43,1.43,1.64,1.99,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.01,1.01,1.49,1.84,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.11,1.11,1.23,1.58,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.16,1.16,0.9,1.25,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.41,1.41,0.84,1.19,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.12,1.12,1.57,1.92,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.17,1.17,1.24,1.59,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.25,1.25,1.08,1.43,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.12,1.12,1.13,1.48,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.78,0.78,0.82,1.17,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.63,0.63,1.21,1.56,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.12,1.12,1.42,1.77,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.41,1.41,1.55,1.9,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.36,1.36,1.76,2.11,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.4,1.4,1.7,2.05,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.31,1.31,1.36,1.71,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.17,1.17,0.86,1.21,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.42,1.42,0.93,1.28,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.22,1.22,1.63,1.98,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.07,1.07,0.91,1.26,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.68,0.68,0.71,1.06,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.73,0.73,0.96,1.31,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.99,0.99,1.46,1.81,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.2,1.2,1.51,1.86,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.53,1.53,1.78,2.13,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.66,1.66,1.75,2.1,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.29,1.29,1.5,1.85,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.27,1.27,1.27,1.62,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.15,1.15,1.06,1.41,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.34,1.34,1.3,1.65,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.17,1.17,1.46,1.81,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.08,1.08,0.87,1.22,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.04,1.04,0.96,1.31,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.65,0.65,0.75,1.1,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.62,0.62,0.99,1.34,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.1,1.1,1.46,1.81,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.22,1.22,1.68,2.03,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.47,1.47,2.14,2.49,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.46,1.46,1.72,2.07,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.45,1.45,1.55,1.9,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.4,0.4,1.02,1.37,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.85,0.85,1.22,1.57,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.2,1.2,1.58,1.93,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.23,1.23,1.21,1.56,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.24,1.24,1.29,1.64,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.39,1.39,1.25,1.6,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.49,0.49,0.35,0.7,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.1,1.1,0.89,1.24,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.61,0.61,0.8,1.15,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.46,0.46,0.8,1.15,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.03,1.03,1.18,1.53,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.41,0.41,0.6,0.95,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.77,0.77,0.88,1.23,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.9,0.9,1.08,1.43,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.01,1.01,1.27,1.62,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.25,1.25,1.41,1.76,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
